Type,"Date effective from","Date no longer in force",Name,ABN,City,State,Postcode,"Provider Number","Other relevant info","Registration Groups","Relevant information"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"We Care Crew Pty Ltd",30663408179,"Cedar Grove",QLD,4285,,,,"On the 29 May 2025, a compliance notice was issued to We Care Crew Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that We Care Crew Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by We Care Crew Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires We Care Crew Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Apack Partners Pty Ltd",98644283116,KEYSBOROUGH,VIC,3173,,,,"On the 29 May 2025, a compliance notice was issued to Apack Partners Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Apack Partners Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Apack Partners Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Apack Partners Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Zemo Solutions Pty Ltd",69158105590,"Clyde North",VIC,3978,,,,"On the 29 May 2025, a compliance notice was issued to Zemo Solutions Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Zemo Solutions Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Zemo Solutions Pty. Ltd. to commence a conditional audit three months after service delivery has commenced. The notice requires Zemo Solutions Pty. Ltd. to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Health Cab And Co Australia Pty. Ltd",78645139644,"URRAWEEN ",QLD,4655,,,,"On the 29 May 2025, a compliance notice was issued to Health Cab And Co Australia Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Health Cab And Co Australia Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Health Cab And Co Australia Pty. Ltd. to commence a conditional audit three months after service delivery has commenced. The notice requires Health Cab And Co Australia Pty. Ltd. to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2024-09-24T07:00:00,"Heyas Pty Ltd",69661760809,CAVERSHAM,WA,6055,,,,"On the 29 May 2025, a compliance notice was issued to Heyas Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Heyas Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Heyas Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Heyas Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-10-08T06:00:00,"The Trustee For A'Bell Family Trust",45875642660,"BUNDABERG CENTRAL",QLD,4670,,,,"On the 29 May 2025, a compliance notice was issued to The Trustee For A'Bell Family Trust under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that The Trustee For A'Bell Family Trust has contravened section 73J of the NDIS Act. More specifically, the failure by The Trustee For A'Bell Family Trust to commence a conditional audit three months after service delivery has commenced. The notice requires The Trustee For A'Bell Family Trust to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Amaya & Bahanag Pty Ltd",26662521584,"THORNHILL PARK",VIC,3335,,,,"On the 29 May 2025, a compliance notice was issued to Amaya & Bahanag Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Amaya & Bahanag Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Amaya & Bahanag Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Amaya & Bahanag Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Abbas Ali Askari",46350891529,"CLYDE NORTH",VIC,3978,,,,"On the 29 May 2025, a compliance notice was issued to Mr Abbas Ali Askari under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Mr Abbas Ali Askari has contravened section 73J of the NDIS Act. More specifically, the failure by Mr Abbas Ali Askari to commence a conditional audit three months after service delivery has commenced. The notice requires Mr Abbas Ali Askari to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Melbourne Pro Care Pty Ltd",54662828711,"BRAYBROOK ",VIC,3019,,,,"On the 29 May 2025, a compliance notice was issued to Melbourne Pro Care Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Melbourne Pro Care Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Melbourne Pro Care Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Melbourne Pro Care Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,,"Sydney Disability Support Pty Ltd",93650405057,Ingleburn,NSW,2565,,,,"On the 29 May 2025, a compliance notice was issued to Sydney Disability Support Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Sydney Disability Support Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Sydney Disability Support Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Sydney Disability Support Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,,"Craig Andrew Mathewson",15769910676,"ST LEONARDS",VIC,3223,,,,"On the 29 May 2025, a compliance notice was issued to Mr Craig Andrew Mathewson under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Mr Craig Andrew Mathewson has contravened section 73J of the NDIS Act. More specifically, the failure by Mr Craig Andrew Mathewson to commence a conditional audit three months after service delivery has commenced. The notice requires Mr Craig Andrew Mathewson to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Ario Care Group Pty Ltd",35657572104,TARRAGINDI,QLD,4121,,,,"On the 29 May 2025, a compliance notice was issued to Ario Care Group Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Ario Care Group Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Ario Care Group Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Ario Care Group Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,,"Kma Group Pty Ltd",72673526451,MARYLAND,NSW,2287,,,,"On the 29 May 2025, a compliance notice was issued to Kma Group Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Kma Group Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Kma Group Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Kma Group Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Empower Path Pty Ltd",83667682804,GREYSTANES,NSW,2145,,,,"On the 29 May 2025, a compliance notice was issued to Empower Path Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Empower Path Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Empower Path Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Empower Path Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"One Aus Care Pty Ltd",88644972467,SUNSHINE,VIC,3020,,,,"On the 29 May 2025, a compliance notice was issued to One Aus Care Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that One Aus Care Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by One Aus Care Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires One Aus Care Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Vcn Collective Pty Ltd",34662696666,"CRANBOURNE WEST",VIC,3977,,,,"On the 29 May 2025, a compliance notice was issued to Vcn Collective Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Vcn Collective Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Vcn Collective Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Vcn Collective Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
